STR, orig: CANADA, Hashed: 3, result: 3, Mask1: 255, Mask2: 511, nbucket: 256
LONG, orig: 159383561, Hashed: 85061, result: 19525, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 595591173, Hashed: 7449, result: 7449, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 432013316, Hashed: 85706, result: 20170, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 662700035, Hashed: 15679, result: 15679, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 486539270, Hashed: 59630, result: 59630, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 281018376, Hashed: 67214, result: 1678, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 335544321, Hashed: 41121, result: 41121, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 390070277, Hashed: 15039, result: 15039, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 184549381, Hashed: 22621, result: 22621, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 826277896, Hashed: 68482, result: 2946, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 721420291, Hashed: 88411, result: 22875, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 41943041, Hashed: 70677, result: 5141, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 184549383, Hashed: 22623, result: 22623, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 805306372, Hashed: 98692, result: 33156, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 838860803, Hashed: 102803, result: 37267, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 788529161, Hashed: 96625, result: 31089, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 440401926, Hashed: 21204, result: 21204, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 452984841, Hashed: 55505, result: 55505, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 742391816, Hashed: 123754, result: 58218, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 503316490, Hashed: 61690, result: 61690, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 4194308, Hashed: 33286, result: 33286, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 541065220, Hashed: 99078, result: 33542, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 356515846, Hashed: 10924, result: 10924, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 75497480, Hashed: 74796, result: 9260, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 734003206, Hashed: 57176, result: 57176, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 4194308, Hashed: 33286, result: 33286, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 213909506, Hashed: 124516, result: 58980, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 645922822, Hashed: 13618, result: 13618, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 37748738, Hashed: 37392, result: 37392, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 402653191, Hashed: 49351, result: 49351, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 176160777, Hashed: 87133, result: 21597, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 352321541, Hashed: 43181, result: 43181, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 587202561, Hashed: 71961, result: 6425, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 826277889, Hashed: 68491, result: 2955, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 767557636, Hashed: 61290, result: 61290, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 708837384, Hashed: 119642, result: 54106, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 352321541, Hashed: 43181, result: 43181, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 562036741, Hashed: 3337, result: 3337, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 633339910, Hashed: 44840, result: 44840, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 700448770, Hashed: 53068, result: 53068, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 595591171, Hashed: 7455, result: 7455, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 180355076, Hashed: 120402, result: 54866, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 511705089, Hashed: 128245, result: 62709, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 536870919, Hashed: 65799, result: 263, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 205520902, Hashed: 57956, result: 57956, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 578813956, Hashed: 5392, result: 5392, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 314572803, Hashed: 71317, result: 5781, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 528482309, Hashed: 130297, result: 64761, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 163577866, Hashed: 118340, result: 52804, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 830472194, Hashed: 36238, result: 36238, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 817889288, Hashed: 1934, result: 1934, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 54525955, Hashed: 39449, result: 39449, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 771751941, Hashed: 94581, result: 29045, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 360710151, Hashed: 109739, result: 44203, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 553648131, Hashed: 67851, result: 2315, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 272629762, Hashed: 640, result: 640, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 750780423, Hashed: 59233, result: 59233, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 545259529, Hashed: 1293, result: 1293, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 171966472, Hashed: 53850, result: 53850, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 289406986, Hashed: 2688, result: 2688, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 792723466, Hashed: 129904, result: 64368, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 654311431, Hashed: 80191, result: 14655, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 457179146, Hashed: 23248, result: 23248, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 92274695, Hashed: 76843, result: 11307, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 364904456, Hashed: 77478, result: 11942, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 658505730, Hashed: 113464, result: 47928, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 545259529, Hashed: 1293, result: 1293, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 209715209, Hashed: 91245, result: 25709, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 662700042, Hashed: 15670, result: 15670, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 599785482, Hashed: 40724, result: 40724, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 272629764, Hashed: 646, result: 646, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 92274693, Hashed: 76841, result: 11305, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 134217736, Hashed: 16456, result: 16456, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 658505730, Hashed: 113464, result: 47928, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 511705089, Hashed: 128245, result: 62709, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 201326593, Hashed: 24673, result: 24673, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 394264583, Hashed: 113851, result: 48315, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 813694983, Hashed: 34179, result: 34179, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 352321541, Hashed: 43181, result: 43181, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 243269635, Hashed: 95351, result: 29815, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 352321541, Hashed: 43181, result: 43181, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 452984833, Hashed: 55513, result: 55513, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 415236097, Hashed: 83655, result: 18119, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 515899396, Hashed: 95986, result: 30450, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 155189251, Hashed: 51785, result: 51785, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 121634824, Hashed: 47666, result: 47666, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 687865865, Hashed: 84289, result: 18753, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 641728516, Hashed: 111414, result: 45878, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 826277897, Hashed: 68483, result: 2947, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 578813961, Hashed: 5405, result: 5405, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 20971526, Hashed: 35340, result: 35340, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 373293066, Hashed: 12984, result: 12984, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 293601287, Hashed: 101515, result: 35979, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 318767108, Hashed: 39068, result: 39068, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 419430401, Hashed: 51401, result: 51401, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 511705091, Hashed: 128247, result: 62711, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 608174084, Hashed: 107302, result: 41766, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 268435457, Hashed: 32897, result: 32897, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 759169026, Hashed: 125800, result: 60264, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 780140551, Hashed: 30067, result: 30067, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 788529161, Hashed: 96625, result: 31089, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 180355076, Hashed: 120402, result: 54866, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 205520902, Hashed: 57956, result: 57956, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 692060166, Hashed: 117580, result: 52044, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 603979783, Hashed: 74023, result: 8487, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 788529161, Hashed: 96625, result: 31089, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 117440519, Hashed: 14399, result: 14399, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 721420290, Hashed: 88410, result: 22874, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 591396872, Hashed: 105234, result: 39698, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 272629762, Hashed: 640, result: 640, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 58720260, Hashed: 72728, result: 7192, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 243269635, Hashed: 95351, result: 29815, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 318767109, Hashed: 39069, result: 39069, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 419430404, Hashed: 51404, result: 51404, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 33554437, Hashed: 4117, result: 4117, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 696254471, Hashed: 19787, result: 19787, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 75497481, Hashed: 74797, result: 9261, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 411041802, Hashed: 115918, result: 50382, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 306184195, Hashed: 4753, result: 4753, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 356515846, Hashed: 10924, result: 10924, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 180355082, Hashed: 120412, result: 54876, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 532676614, Hashed: 98040, result: 32504, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 130023426, Hashed: 114236, result: 48700, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 419430401, Hashed: 51401, result: 51401, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 650117127, Hashed: 46897, result: 46897, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 704643077, Hashed: 86357, result: 20821, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 658505733, Hashed: 113471, result: 47935, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 209715201, Hashed: 91237, result: 25701, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 738197511, Hashed: 90471, result: 24935, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 683671560, Hashed: 51022, result: 51022, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 423624712, Hashed: 19138, result: 19138, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 486539274, Hashed: 59618, result: 59618, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 713031687, Hashed: 21843, result: 21843, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 213909507, Hashed: 124517, result: 58981, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 796917761, Hashed: 32125, result: 32125, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 239075333, Hashed: 62071, result: 62071, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 117440521, Hashed: 14385, result: 14385, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 822083594, Hashed: 100738, result: 35202, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 209715209, Hashed: 91245, result: 25709, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 578813961, Hashed: 5405, result: 5405, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 62914566, Hashed: 106008, result: 40472, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 406847498, Hashed: 17096, result: 17096, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 448790530, Hashed: 87764, result: 22228, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 515899396, Hashed: 95986, result: 30450, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 461373445, Hashed: 122073, result: 56537, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 603979783, Hashed: 74023, result: 8487, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 482344962, Hashed: 91876, result: 26340, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 549453831, Hashed: 34561, result: 34561, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 490733575, Hashed: 27373, result: 27373, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 750780426, Hashed: 59244, result: 59244, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 213909513, Hashed: 124527, result: 58991, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 83886087, Hashed: 10287, result: 10287, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 276824065, Hashed: 99461, result: 33925, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 826277889, Hashed: 68491, result: 2955, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 805306374, Hashed: 98694, result: 33158, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 524288008, Hashed: 31474, result: 31474, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 33554433, Hashed: 4113, result: 4113, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 616562694, Hashed: 42784, result: 42784, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 226492418, Hashed: 93294, result: 27758, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 780140551, Hashed: 30067, result: 30067, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 381681666, Hashed: 79540, result: 14004, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 721420290, Hashed: 88410, result: 22874, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 4194306, Hashed: 33280, result: 33280, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 641728520, Hashed: 111418, result: 45882, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 360710151, Hashed: 109739, result: 44203, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 452984835, Hashed: 55515, result: 55515, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 583008261, Hashed: 38675, result: 38675, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 813694981, Hashed: 34177, result: 34177, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 658505730, Hashed: 113464, result: 47928, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 641728517, Hashed: 111415, result: 45879, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 331350025, Hashed: 73367, result: 7831, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 671088642, Hashed: 82242, result: 16706, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 46137349, Hashed: 103955, result: 38419, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 8388611, Hashed: 66567, result: 1031, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 775946246, Hashed: 127860, result: 62324, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 33554437, Hashed: 4117, result: 4117, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 687865861, Hashed: 84301, result: 18765, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 264241156, Hashed: 130682, result: 65146, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 666894346, Hashed: 48948, result: 48948, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 478150664, Hashed: 124140, result: 58604, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 4194312, Hashed: 33290, result: 33290, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 633339913, Hashed: 44839, result: 44839, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 637534218, Hashed: 78138, result: 12602, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 805306371, Hashed: 98691, result: 33155, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 8388611, Hashed: 66567, result: 1031, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 218103812, Hashed: 26732, result: 26732, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 671088648, Hashed: 82248, result: 16712, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 293601285, Hashed: 101513, result: 35977, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 641728516, Hashed: 111414, result: 45878, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 452984837, Hashed: 55517, result: 55517, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 801112069, Hashed: 65403, result: 65403, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 687865865, Hashed: 84289, result: 18753, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 192937987, Hashed: 89183, result: 23647, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 327155720, Hashed: 105620, result: 40084, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 339738626, Hashed: 8864, result: 8864, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 624951304, Hashed: 109346, result: 43810, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 792723466, Hashed: 129904, result: 64368, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 742391816, Hashed: 123754, result: 58218, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 713031689, Hashed: 21853, result: 21853, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 385875973, Hashed: 47293, result: 47293, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 746586120, Hashed: 25964, result: 25964, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 591396866, Hashed: 105240, result: 39704, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 784334856, Hashed: 63358, result: 63358, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 822083594, Hashed: 100738, result: 35202, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 511705095, Hashed: 128243, result: 62707, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 725614593, Hashed: 121691, result: 56155, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 197132296, Hashed: 122454, result: 56918, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 331350025, Hashed: 73367, result: 7831, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 130023426, Hashed: 114236, result: 48700, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 209715207, Hashed: 91235, result: 25699, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 209715207, Hashed: 91235, result: 25699, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 276824071, Hashed: 99459, result: 33923, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 226492421, Hashed: 93289, result: 27753, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 155189256, Hashed: 51778, result: 51778, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 675282954, Hashed: 115528, result: 49992, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 176160777, Hashed: 87133, result: 21597, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 130023426, Hashed: 114236, result: 48700, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 390070278, Hashed: 15036, result: 15036, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 541065218, Hashed: 99072, result: 33536, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 616562696, Hashed: 42798, result: 42798, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 583008266, Hashed: 38684, result: 38684, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 784334856, Hashed: 63358, result: 63358, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 121634820, Hashed: 47678, result: 47678, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 629145607, Hashed: 11563, result: 11563, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 792723466, Hashed: 129904, result: 64368, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 465567749, Hashed: 89819, result: 24283, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 54525959, Hashed: 39453, result: 39453, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 717225986, Hashed: 55124, result: 55124, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 759169026, Hashed: 125800, result: 60264, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 339738626, Hashed: 8864, result: 8864, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 499122186, Hashed: 93924, result: 28388, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 801112068, Hashed: 65402, result: 65402, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 314572803, Hashed: 71317, result: 5781, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 322961415, Hashed: 6813, result: 6813, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 364904456, Hashed: 77478, result: 11942, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 612368393, Hashed: 9517, result: 9517, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 398458886, Hashed: 81592, result: 16056, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 297795594, Hashed: 69252, result: 3716, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 360710151, Hashed: 109739, result: 44203, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 251658242, Hashed: 30842, result: 30842, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 41943041, Hashed: 70677, result: 5141, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 251658241, Hashed: 30841, result: 30841, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 419430401, Hashed: 51401, result: 51401, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 297795594, Hashed: 69252, result: 3716, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 243269635, Hashed: 95351, result: 29815, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 658505736, Hashed: 113458, result: 47922, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 432013320, Hashed: 85702, result: 20166, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 725614594, Hashed: 121688, result: 56152, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 201326597, Hashed: 24677, result: 24677, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 532676618, Hashed: 98036, result: 32500, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 130023426, Hashed: 114236, result: 48700, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 25165833, Hashed: 68613, result: 3077, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 297795585, Hashed: 69263, result: 3727, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 301989889, Hashed: 37009, result: 37009, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 390070276, Hashed: 15038, result: 15038, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 784334856, Hashed: 63358, result: 63358, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 482344965, Hashed: 91875, result: 26339, Mask1: 65535, Mask2: 131071, nbucket: 65536
LONG, orig: 704643079, Hashed: 86359, result: 20823, Mask1: 65535, Mask2: 131071, nbucket: 65536
